y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
JORDAN 7 1/2 01/13/29,DPWDU 4.7 09/30/49,Long Y / Short X,0.58,121.04,0.68,0.68,0.0098,122,HY,QUASI,False,False,False
OMAN 6 08/01/29,QPETRO 3.3 07/12/51,Long Y / Short X,0.49,48.15,0.68,0.68,0.0098,122,IG,IG,False,False,False
OMAN 6 3/4 01/17/48,UAE 4.951 07/07/52,Short Y / Long X,0.73,104.82,-0.68,0.68,0.012,122,IG,IG,False,False,False
QATAR 6.4 01/20/40,KUWIB 4.652 10/09/35,Long Y / Short X,0.84,14.92,0.68,0.68,0.0142,122,IG,IG,False,False,False
JORDAN 7 1/2 01/13/29,QATAR 4 5/8 06/02/46,Long Y / Short X,0.72,137.57,0.68,0.68,0.0151,122,HY,IG,False,False,False
JORDAN 7 3/8 10/10/47,QATAR 4 1/2 02/27/28,Short Y / Long X,0.96,297.24,-0.68,0.68,0.0202,122,HY,IG,False,False,False
TAQAUH 4 3/8 10/09/31,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.99,-12.65,-0.68,0.68,0.0204,122,QUASI,QUASI,False,False,False
KSA 4 3/4 01/18/28,PIFKSA 5 1/4 01/29/30,Long Y / Short X,0.82,-11.69,0.68,0.68,0.0205,122,IG,IG,False,True,False
QPETRO 1 3/8 09/12/26,TAQAUH 4 3/4 03/09/37,Short Y / Long X,1.05,-65.83,-0.68,0.68,0.0215,122,IG,QUASI,False,False,False
QPETRO 2 1/4 07/12/31,QATAR 3 3/4 04/16/30,Short Y / Long X,0.85,33.94,-0.68,0.68,0.0336,122,IG,IG,False,False,False
MOROC 4 12/15/50,QATAR 4 03/14/29,Long Y / Short X,0.79,166.33,0.68,0.68,0.0387,122,HY,IG,False,False,False
OMAN 7 3/8 10/28/32,PIFKSA 5 5/8 07/29/34,Long Y / Short X,1.01,-4.54,0.68,0.68,0.0493,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,ADNOCM 5 1/8 09/11/54,Long Y / Short X,0.43,12.38,0.68,0.68,0.0499,121,IG,IG,False,True,True
PIFKSA 5 01/29/29,UAE 3 1/4 10/19/61,Long Y / Short X,0.61,29.15,0.68,0.68,0.0526,122,IG,IG,False,True,True
UAE 3 1/4 10/19/61,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.61,89.12,-0.68,0.68,0.0708,122,IG,QUASI,False,False,False
EGYPT 7 1/2 02/16/61,QATAR 4 7/8 02/27/35,Long Y / Short X,2.86,340.39,0.68,0.68,0.0728,122,HY,IG,False,False,False
QATAR 4 7/8 02/27/35,RPCUH 6 08/31/36,Short Y / Long X,0.37,4.12,-0.68,0.68,0.0738,122,IG,OTHER,False,False,False
QATAR 5 3/4 01/20/42,QATAR 3 5/8 11/10/28,Long Y / Short X,0.92,50.26,0.68,0.68,0.0768,105,IG,IG,False,False,False
ARAMCO 6 3/8 06/02/55,OMAN 7 3/8 10/28/32,Short Y / Long X,0.97,79.39,-0.68,0.68,0.0815,122,IG,IG,False,False,False
KSA 3 3/4 01/21/55,PIFKSA 5 3/8 10/13/2122,Short Y / Long X,0.84,-21.09,-0.68,0.68,0.0851,122,IG,IG,False,True,False
TAQAUH 2 04/29/28,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.52,32.14,0.68,0.68,0.0856,122,QUASI,QUASI,False,False,False
OMAN 7 3/8 10/28/32,QATAR 4 5/8 06/02/46,Short Y / Long X,0.75,37.23,-0.68,0.68,0.1114,122,IG,IG,False,False,False
KSA 4 3/8 04/16/29,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.75,28.66,-0.68,0.68,0.1313,122,IG,IG,False,True,True
EGYPT 8 5/8 02/04/30,TAQAUH 4 3/8 10/09/31,Long Y / Short X,1.87,113.2,0.68,0.68,0.1552,122,HY,QUASI,False,False,False
EGYPT 5 7/8 02/16/31,QATAR 4 03/14/29,Long Y / Short X,2.49,169.1,0.68,0.68,0.1597,122,HY,IG,False,False,False
PIFKSA 5 10/13/27,ARAMCO 4 3/8 04/16/49,Long Y / Short X,0.44,12.83,0.68,0.68,0.1625,122,IG,IG,False,True,True
ARAMCO 6 3/8 06/02/55,PIFKSA 5 1/8 02/14/53,Short Y / Long X,0.84,43.1,-0.68,0.68,0.1946,121,IG,IG,False,True,True
EGYPT 5.8 09/30/27,TAQAUH 4 3/8 01/24/29,Short Y / Long X,1.73,88.03,-0.68,0.68,0.1954,122,HY,QUASI,False,False,False
KSA 5 1/8 01/13/28,TAQAUH 4.696 04/24/33,Short Y / Long X,0.46,27.08,-0.67,0.67,0.0,121,IG,QUASI,False,True,True
MOROC 6 1/2 09/08/33,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.56,116.27,0.67,0.67,0.0006,122,HY,IG,False,False,False
PIFKSA 4 3/4 02/14/30,UAE 4.917 09/25/33,Long Y / Short X,0.88,61.81,0.67,0.67,0.0009,122,IG,IG,False,True,True
TAQAUH 4 3/8 10/09/31,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.72,-0.6,-0.67,0.67,0.0015,121,QUASI,QUASI,False,False,False
JORDAN 7 1/2 01/13/29,QATAR 4 1/2 04/23/28,Long Y / Short X,1.08,167.84,0.67,0.67,0.0018,122,HY,IG,False,False,False
JORDAN 7 3/8 10/10/47,EGYPT 5.8 09/30/27,Long Y / Short X,0.38,259.61,0.67,0.67,0.002,122,HY,HY,False,False,False
QPETRO 1 3/8 09/12/26,UAE 2 10/19/31,Short Y / Long X,1.02,12.18,-0.67,0.67,0.0029,122,IG,IG,False,False,False
JORDAN 7 1/2 01/13/29,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.86,159.52,0.67,0.67,0.0032,122,HY,IG,False,False,False
KSA 4 3/4 01/18/28,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.55,36.32,0.67,0.67,0.0064,122,IG,QUASI,False,True,True
ADNOCM 4 1/2 09/11/34,TAQAUH 4.696 04/24/33,Short Y / Long X,0.88,15.38,-0.67,0.67,0.0081,121,IG,QUASI,False,False,False
QATAR 4.817 03/14/49,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.84,50.95,0.67,0.67,0.0137,122,IG,QUASI,False,False,False
KSA 4 7/8 07/18/33,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.57,64.03,-0.67,0.67,0.0167,122,IG,QUASI,False,True,True
KSA 4 3/4 01/18/28,PIFKSA 5 09/15/35,Long Y / Short X,0.84,-34.4,0.67,0.67,0.0195,122,IG,IG,False,True,False
ISRAEL 6 1/2 11/06/31,JORDAN 5.85 07/07/30,Short Y / Long X,0.48,7.1,-0.67,0.67,0.025,122,IG,HY,False,False,False
QATAR 4 7/8 02/27/35,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.69,8.58,-0.67,0.67,0.0317,122,IG,IG,False,False,False
KSA 3 5/8 03/04/28,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.41,16.61,0.67,0.67,0.0334,122,IG,OTHER,False,True,True
UAE 4.857 07/02/34,QATAR 4 03/14/29,Short Y / Long X,0.99,6.09,-0.67,0.67,0.035,122,IG,IG,False,False,False
ADNOCM 4 1/2 09/11/34,QPETRO 3.3 07/12/51,Short Y / Long X,0.87,-17.08,-0.67,0.67,0.0351,122,IG,IG,False,False,False
TAQAUH 4 3/4 03/09/37,QATAR 4 5/8 06/02/46,Short Y / Long X,0.86,17.51,-0.67,0.67,0.0362,122,QUASI,IG,False,False,False
QATAR 5.103 04/23/48,TAQAUH 4 3/4 03/09/37,Long Y / Short X,1.08,-10.96,0.67,0.67,0.038,122,IG,QUASI,False,False,False
OMAN 6 3/4 01/17/48,QATAR 4 5/8 05/29/29,Short Y / Long X,0.73,152.95,-0.67,0.67,0.0406,122,IG,IG,False,False,False
KSA 4 3/4 01/18/28,UAE 2 10/19/31,Long Y / Short X,0.59,50.76,0.67,0.67,0.0424,122,IG,IG,False,True,True
RASGAS 5.838 09/30/27,TAQAUH 6 1/2 10/27/36,Long Y / Short X,2.55,-175.85,0.67,0.67,0.0568,122,OTHER,QUASI,False,False,False
QATAR 3 3/4 04/16/30,MOROC 6 1/2 09/08/33,Short Y / Long X,1.36,-154.67,-0.67,0.67,0.0607,122,IG,HY,False,False,False
TAQAUH 2 04/29/28,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.62,26.8,0.67,0.67,0.0625,122,QUASI,QUASI,False,False,False
KSA 4 7/8 07/18/33,SWEHAN 3 5/8 01/31/49,Short Y / Long X,0.38,52.04,-0.67,0.67,0.0691,122,IG,OTHER,False,True,True
JORDAN 5.85 07/07/30,QATAR 5 3/4 01/20/42,Long Y / Short X,0.92,130.97,0.67,0.67,0.0705,122,HY,IG,False,False,False
QATAR 4.817 03/14/49,QATAR 4 03/14/29,Long Y / Short X,1.09,55.9,0.67,0.67,0.0757,122,IG,IG,False,False,False
TAQAUH 4 3/4 03/09/37,UAE 4.917 09/25/33,Long Y / Short X,0.91,72.45,0.67,0.67,0.0788,122,QUASI,IG,False,False,False
ARAMCO 4 1/4 04/16/39,MOROC 4 12/15/50,Short Y / Long X,1.14,-103.79,-0.67,0.67,0.0825,122,IG,HY,False,False,False
TAQAUH 2 04/29/28,KUWIB 4.652 10/09/35,Long Y / Short X,0.8,-6.13,0.67,0.67,0.0877,122,QUASI,IG,False,False,False
QPETRO 2 1/4 07/12/31,KSA 4 1/2 04/17/30,Short Y / Long X,0.97,-0.09,-0.67,0.67,0.1151,122,IG,IG,False,True,True
TAQAUH 2 04/29/28,UAE 4.05 07/07/32,Long Y / Short X,0.59,43.94,0.67,0.67,0.1163,122,QUASI,IG,False,False,False
QATAR 4 3/4 05/29/34,JORDAN 5.85 07/07/30,Short Y / Long X,0.51,-56.39,-0.67,0.67,0.1306,122,IG,HY,False,False,False
EGYPT 7 1/2 02/16/61,KSA 4 3/4 01/16/30,Long Y / Short X,2.39,299.38,0.67,0.67,0.1339,122,HY,IG,False,True,True
QATAR 4 7/8 02/27/35,QPETRO 3.3 07/12/51,Short Y / Long X,0.58,-22.17,-0.67,0.67,0.1339,122,IG,IG,False,False,False
PIFKSA 5 1/4 10/13/32,KUWIB 4.652 10/09/35,Short Y / Long X,1.26,-6.39,-0.67,0.67,0.1378,122,IG,IG,False,True,True
UAE 2 10/19/31,UAE 4.917 09/25/33,Long Y / Short X,0.94,-2.72,0.67,0.67,0.1574,122,IG,IG,False,False,False
ARAMCO 3 1/2 11/24/70,QPETRO 2 1/4 07/12/31,Short Y / Long X,1.03,104.33,-0.67,0.67,0.1729,122,IG,IG,False,False,False
EGYPT 8.7002 03/01/49,ADNOCM 5 1/8 09/11/54,Long Y / Short X,1.37,312.93,0.67,0.67,0.1742,121,HY,IG,False,False,False
KSA 4 7/8 07/18/33,QATAR 3 5/8 11/10/28,Short Y / Long X,0.76,64.63,-0.67,0.67,0.178,105,IG,IG,False,True,True
ISRAEL 6 1/2 11/06/31,KSA 4 5/8 10/04/47,Long Y / Short X,0.44,42.95,0.67,0.67,0.1825,122,IG,IG,False,True,True
OMAN 7 01/25/51,QATAR 9 3/4 06/15/30,Long Y / Short X,0.67,156.01,0.67,0.67,0.194,122,IG,IG,False,False,False
QPETRO 2 1/4 07/12/31,UAE 4.917 09/25/33,Short Y / Long X,0.83,41.51,-0.66,0.66,0.0,122,IG,IG,False,False,False
ARAMCO 2 1/4 11/24/30,QPETRO 3 1/8 07/12/41,Long Y / Short X,0.92,-16.94,0.66,0.66,0.0,122,IG,IG,False,False,False
OMAN 6 08/01/29,QPETRO 3 1/8 07/12/41,Long Y / Short X,0.57,41.41,0.66,0.66,0.0025,122,IG,IG,False,False,False
MOROC 4 12/15/50,QATAR 5 3/4 01/20/42,Long Y / Short X,0.86,123.0,0.66,0.66,0.0027,122,HY,IG,False,False,False
PIFKSA 4 7/8 02/14/35,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.56,44.85,-0.66,0.66,0.0059,121,IG,IG,False,True,True
ISRAEL 6 1/2 11/06/31,SWEHAN 3 5/8 01/31/49,Short Y / Long X,0.32,69.57,-0.66,0.66,0.0069,122,IG,OTHER,False,False,False
ARAMCO 6 3/8 06/02/55,ADNOCM 4 1/2 09/11/34,Short Y / Long X,0.8,116.59,-0.66,0.66,0.0072,122,IG,IG,False,False,False
ARAMCO 4 1/4 04/16/39,PIFKSA 5 09/15/35,Short Y / Long X,1.41,-51.38,-0.66,0.66,0.0078,122,IG,IG,False,True,True
ARAMCO 5 3/4 07/17/54,PIFKSA 4 7/8 02/14/35,Short Y / Long X,1.38,14.38,-0.66,0.66,0.0083,122,IG,IG,False,True,True
MOROC 4 12/15/50,PIFKSA 5 09/15/35,Long Y / Short X,1.07,68.46,0.66,0.66,0.0175,122,HY,IG,False,True,True
KSA 4 7/8 07/18/33,KSA 4 5/8 10/04/47,Long Y / Short X,0.71,-9.91,0.66,0.66,0.0198,122,IG,IG,False,True,False
KSA 5 3/4 01/16/54,ARAMCO 5 3/4 07/17/54,Short Y / Long X,0.84,13.25,-0.66,0.66,0.0277,122,IG,IG,False,True,True
ARAMCO 5 7/8 07/17/64,QATAR 9 3/4 06/15/30,Short Y / Long X,1.11,149.51,-0.66,0.66,0.0277,122,IG,IG,False,False,False
QPETRO 1 3/8 09/12/26,SWEHAN 3 5/8 01/31/49,Short Y / Long X,0.56,-22.66,-0.66,0.66,0.0373,122,IG,OTHER,False,False,False
OMAN 6 1/4 01/25/31,TAQAUH 4 3/4 03/09/37,Long Y / Short X,0.78,29.53,0.66,0.66,0.0468,122,IG,QUASI,False,False,False
KSA 4 3/4 01/18/28,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.34,29.11,0.66,0.66,0.0482,122,IG,OTHER,False,True,True
OMAN 6 3/4 01/17/48,KSA 2 1/4 02/02/33,Long Y / Short X,1.04,84.47,0.66,0.66,0.0499,122,IG,IG,False,True,True
ARAMCO 6 3/8 06/02/55,PIFKSA 5 5/8 07/29/34,Short Y / Long X,1.08,61.59,-0.66,0.66,0.0559,122,IG,IG,False,True,True
QPETRO 2 1/4 07/12/31,PIFKSA 5 09/15/35,Short Y / Long X,1.18,-73.42,-0.66,0.66,0.0742,122,IG,IG,False,True,True
ISRAEL 6 1/2 11/06/31,QATAR 5.103 04/23/48,Short Y / Long X,0.42,66.85,-0.66,0.66,0.079,122,IG,IG,False,False,False
ADNOCM 4 1/2 09/11/34,QATAR 4.817 03/14/49,Short Y / Long X,0.97,-10.0,-0.66,0.66,0.0811,122,IG,IG,False,False,False
JORDAN 7 3/8 10/10/47,MOROC 6 1/2 09/08/33,Short Y / Long X,1.58,91.87,-0.66,0.66,0.0902,122,HY,HY,False,False,False
TAQAUH 2 04/29/28,UAE 4.917 09/25/33,Long Y / Short X,0.59,43.79,0.66,0.66,0.0941,122,QUASI,IG,False,False,False
PIFKSA 5 10/13/27,TAQAUH 4 10/03/49,Long Y / Short X,0.44,25.13,0.66,0.66,0.1161,121,IG,QUASI,False,True,True
QATAR 4 3/4 05/29/34,PIFKSA 5 09/15/35,Short Y / Long X,0.77,-44.35,-0.66,0.66,0.1177,122,IG,IG,False,True,True
JORDAN 7 3/8 10/10/47,ARAMCO 3 1/2 04/16/29,Short Y / Long X,0.91,259.98,-0.66,0.66,0.1206,122,HY,IG,False,False,False
MOROC 6 1/2 09/08/33,TAQAUH 6 1/2 10/27/36,Long Y / Short X,0.51,103.71,0.66,0.66,0.1209,122,HY,QUASI,False,False,False
KSA 3 5/8 03/04/28,UAE 2 10/19/31,Long Y / Short X,0.67,45.38,0.66,0.66,0.1252,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/30,UAE 4.951 07/07/52,Long Y / Short X,0.61,34.86,0.66,0.66,0.1302,122,IG,IG,False,True,True
QATAR 4 03/14/29,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.57,-17.25,-0.66,0.66,0.1487,121,IG,QUASI,False,False,False
UAE 4.857 07/02/34,QATAR 4 1/2 04/23/28,Short Y / Long X,1.08,7.79,-0.66,0.66,0.1522,122,IG,IG,False,False,False
KSA 4 3/4 01/16/30,QATAR 3 5/8 11/10/28,Long Y / Short X,0.8,43.61,0.66,0.66,0.157,105,IG,IG,False,True,True
EGYPT 8 1/2 01/31/47,DPWDU 6.85 07/02/37,Long Y / Short X,0.91,373.89,0.66,0.66,0.1668,122,HY,QUASI,False,False,False
PIFKSA 4 7/8 02/14/35,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.36,110.93,-0.66,0.66,0.1888,122,IG,QUASI,False,True,True
EGYPT 8 5/8 02/04/30,TAQAUH 4.696 04/24/33,Long Y / Short X,2.02,81.98,0.66,0.66,0.1905,121,HY,QUASI,False,False,False
PIFKSA 5 10/13/27,QATAR 3 5/8 11/10/28,Long Y / Short X,0.61,51.17,0.66,0.66,0.1967,105,IG,IG,False,True,True
KSA 4 3/4 01/16/30,KUWIB 4.652 10/09/35,Long Y / Short X,0.99,-10.69,0.65,0.65,0.0,122,IG,IG,False,True,True
QPETRO 2 1/4 07/12/31,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.71,26.57,-0.65,0.65,0.0,122,IG,QUASI,False,False,False
KSA 4 7/8 07/18/33,TAQAUH 4 10/03/49,Short Y / Long X,0.67,15.34,-0.65,0.65,0.0003,121,IG,QUASI,False,True,True
KSA 5 1/8 01/13/28,QATAR 4 5/8 06/02/46,Short Y / Long X,0.53,11.94,-0.65,0.65,0.0005,122,IG,IG,False,True,True
EGYPT 7.6003 03/01/29,EGYPT 5 7/8 02/16/31,Short Y / Long X,0.71,28.28,-0.65,0.65,0.0011,122,HY,HY,False,False,False
PIFKSA 5 01/29/29,UAE 4.05 07/07/32,Long Y / Short X,0.74,65.66,0.65,0.65,0.0033,122,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,PIFKSA 5 01/29/29,Short Y / Long X,0.97,93.15,-0.65,0.65,0.006,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,KUWIB 4.136 10/09/30,Long Y / Short X,1.25,-9.32,0.65,0.65,0.0069,97,IG,IG,False,True,True
OMAN 6 3/4 01/17/48,KUWIB 4.652 10/09/35,Short Y / Long X,1.13,80.02,-0.65,0.65,0.0103,122,IG,IG,False,False,False
EGYPT 7 1/2 01/31/27,RASGAS 5.838 09/30/27,Short Y / Long X,0.8,124.63,-0.65,0.65,0.0121,122,HY,OTHER,False,False,False
QATAR 4 03/14/29,UAE 3 1/4 10/19/61,Long Y / Short X,0.71,-28.66,0.65,0.65,0.0147,122,IG,IG,False,False,False
OMAN 6 08/01/29,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.57,75.05,0.65,0.65,0.0169,122,IG,IG,False,False,False
QPETRO 3.3 07/12/51,QATAR 4 03/14/29,Long Y / Short X,1.26,68.98,0.65,0.65,0.0206,122,IG,IG,False,False,False
ARAMCO 3 1/4 11/24/50,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.94,101.48,-0.65,0.65,0.033,122,IG,QUASI,False,False,False
ARAMCO 5 1/4 07/17/34,ARAMCO 4 1/4 04/16/39,Long Y / Short X,0.76,19.69,0.65,0.65,0.0346,122,IG,IG,False,False,False
EGYPT 5.8 09/30/27,QATAR 5 3/4 01/20/42,Short Y / Long X,2.46,-34.41,-0.65,0.65,0.0389,122,HY,IG,False,False,False
PIFKSA 5 10/13/27,UAE 3 1/4 10/19/61,Long Y / Short X,0.42,34.47,0.65,0.65,0.046,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,TAQAUH 4 3/4 03/09/37,Long Y / Short X,0.61,5.2,0.65,0.65,0.0517,122,IG,QUASI,False,True,True
OMAN 6 1/2 03/08/47,UAE 4.05 07/07/32,Long Y / Short X,0.78,145.93,0.65,0.65,0.061,122,IG,IG,False,False,False
KSA 3 5/8 03/04/28,TAQAUH 4.696 04/24/33,Long Y / Short X,0.57,17.79,0.65,0.65,0.0624,121,IG,QUASI,False,True,True
ARAMCO 5 7/8 07/17/64,KSA 4 5/8 10/04/47,Long Y / Short X,1.06,36.95,0.65,0.65,0.0728,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,TAQAUH 3.4 04/29/51,Long Y / Short X,0.57,-0.36,0.65,0.65,0.073,122,IG,QUASI,False,True,True
RPCUH 6 08/31/36,QATAR 6.4 01/20/40,Long Y / Short X,2.5,-99.06,0.65,0.65,0.0794,122,OTHER,IG,False,False,False
KSA 5 5/8 01/13/35,QATAR 4 5/8 06/02/46,Short Y / Long X,0.52,50.34,-0.65,0.65,0.0931,122,IG,IG,False,True,True
KSA 4 1/2 10/26/46,JORDAN 7 3/8 10/10/47,Short Y / Long X,0.69,-71.25,-0.65,0.65,0.0946,122,IG,HY,False,True,True
ARAMCO 5 1/4 07/17/34,QATAR 5.103 04/23/48,Short Y / Long X,0.66,45.68,-0.65,0.65,0.101,122,IG,IG,False,False,False
ARAMCO 3 1/2 11/24/70,KSA 5 04/17/49,Short Y / Long X,0.99,24.75,-0.65,0.65,0.1027,122,IG,IG,False,True,True
ADNOCM 4 1/2 09/11/34,RPCUH 6 08/31/36,Short Y / Long X,0.54,24.61,-0.65,0.65,0.1052,122,IG,OTHER,False,False,False
EGYPT 7.0529 01/15/32,ADNOCM 5 1/8 09/11/54,Long Y / Short X,2.0,38.88,0.65,0.65,0.1148,121,HY,IG,False,False,False
EGYPT 8 7/8 05/29/50,DPWDU 4.7 09/30/49,Short Y / Long X,1.63,239.7,-0.65,0.65,0.1307,122,HY,QUASI,False,False,False
QATAR 4 3/4 05/29/34,QPETRO 3.3 07/12/51,Short Y / Long X,0.42,-0.73,-0.65,0.65,0.1322,122,IG,IG,False,False,False
EGYPT 7 5/8 05/29/32,RASGAS 5.838 09/30/27,Short Y / Long X,0.88,273.95,-0.65,0.65,0.1335,122,HY,OTHER,False,False,False
ARAMCO 3 1/2 11/24/70,KSA 5 1/2 10/25/32,Long Y / Short X,1.17,73.64,0.65,0.65,0.1754,122,IG,IG,False,True,True
ARAMCO 6 3/8 06/02/55,KSA 2 3/4 02/03/32,Long Y / Short X,1.06,101.36,0.65,0.65,0.1755,122,IG,IG,False,True,True
KSA 5 01/16/34,PIFKSA 5 3/8 01/29/54,Short Y / Long X,0.61,-7.23,-0.65,0.65,0.1763,122,IG,IG,False,True,False
EGYPT 8 7/8 05/29/50,PIFKSA 4 7/8 02/14/35,Long Y / Short X,2.35,219.53,0.65,0.65,0.183,122,HY,IG,False,True,True
QATAR 4 3/4 05/29/34,QATAR 5 3/4 01/20/42,Short Y / Long X,0.63,-6.46,-0.65,0.65,0.1837,122,IG,IG,False,False,False
EGYPT 8 3/4 09/30/51,TAQAUH 4 3/8 10/09/31,Long Y / Short X,1.37,398.86,0.65,0.65,0.185,122,HY,QUASI,False,False,False
EGYPT 8.7002 03/01/49,UAE 4.05 07/07/32,Long Y / Short X,1.62,438.37,0.65,0.65,0.1919,122,HY,IG,False,False,False
ARAMCO 2 1/4 11/24/30,QATAR 4 1/2 04/23/28,Long Y / Short X,1.23,43.79,0.64,0.64,0.0002,122,IG,IG,False,False,False
ARAMCO 5 3/4 07/17/54,PIFKSA 5 1/4 01/29/34,Short Y / Long X,1.24,36.84,-0.64,0.64,0.003,122,IG,IG,False,True,True
OMAN 6 1/2 03/08/47,QATAR 4 5/8 06/02/46,Short Y / Long X,0.76,96.27,-0.64,0.64,0.0047,122,IG,IG,False,False,False
QATAR 9 3/4 06/15/30,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.69,0.6,-0.64,0.64,0.0099,122,IG,QUASI,False,False,False
QPETRO 1 3/8 09/12/26,TAQAUH 3.4 04/29/51,Short Y / Long X,0.94,-69.35,-0.64,0.64,0.0141,122,IG,QUASI,False,False,False
DPWDU 5 5/8 09/25/48,MOROC 4 12/15/50,Long Y / Short X,1.62,-164.23,0.64,0.64,0.0172,122,QUASI,HY,False,False,False
KSA 5 5/8 01/13/35,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.38,44.44,-0.64,0.64,0.0252,122,IG,QUASI,False,True,True
KSA 4 7/8 07/18/33,QATAR 3 3/4 04/16/30,Short Y / Long X,0.65,68.78,-0.64,0.64,0.0324,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,PIFKSA 5 01/29/29,Long Y / Short X,0.8,-5.01,0.64,0.64,0.0345,122,IG,IG,False,True,False
PIFKSA 5 10/13/27,ARAMCO 3 1/2 04/16/29,Short Y / Long X,0.62,29.87,-0.64,0.64,0.0352,122,IG,IG,False,True,True
DPWDU 4.7 09/30/49,ADNOCM 4 1/4 09/11/29,Long Y / Short X,1.3,79.45,0.64,0.64,0.0364,122,QUASI,IG,False,False,False
TAQAUH 2 04/29/28,UAE 2 7/8 10/19/41,Long Y / Short X,0.55,16.1,0.64,0.64,0.0458,122,QUASI,IG,False,False,False
KSA 5 1/8 01/13/28,ARAMCO 5 3/4 07/17/54,Long Y / Short X,0.48,-19.6,0.64,0.64,0.0586,122,IG,IG,False,True,True
EGYPT 8.7002 03/01/49,RPCUH 6 08/31/36,Short Y / Long X,1.29,328.2,-0.64,0.64,0.0607,122,HY,OTHER,False,False,False
TAQAUH 2 04/29/28,QATAR 5 3/4 01/20/42,Long Y / Short X,0.72,-0.37,0.64,0.64,0.0624,122,QUASI,IG,False,False,False
EGYPT 5.8 09/30/27,SWEHAN 3 5/8 01/31/49,Short Y / Long X,1.26,37.64,-0.64,0.64,0.0686,122,HY,OTHER,False,False,False
ARAMCO 4 3/8 04/16/49,UAE 2 7/8 10/19/41,Short Y / Long X,0.89,72.2,-0.64,0.64,0.0759,122,IG,IG,False,False,False
KSA 4 1/2 04/17/30,QATAR 3 5/8 11/10/28,Long Y / Short X,0.93,34.28,0.64,0.64,0.0764,105,IG,IG,False,True,True
KSA 4 3/4 01/18/28,DPWDU 6.85 07/02/37,Long Y / Short X,0.36,21.69,0.64,0.64,0.0768,122,IG,QUASI,False,True,True
PIFKSA 5 1/8 02/14/53,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.89,34.98,0.64,0.64,0.0838,121,IG,IG,False,True,True
KSA 4 3/4 01/18/28,ARAMCO 5 3/8 06/02/35,Long Y / Short X,0.73,-18.72,0.64,0.64,0.0962,122,IG,IG,False,True,True
TAQAUH 2 04/29/28,QATAR 4 03/14/29,Long Y / Short X,0.69,34.24,0.64,0.64,0.0989,122,QUASI,IG,False,False,False
KSA 4 3/4 01/16/30,MOROC 3 12/15/32,Short Y / Long X,0.96,-59.21,-0.64,0.64,0.0992,122,IG,HY,False,True,True
EGYPT 7.3 09/30/33,QATAR 3 5/8 11/10/28,Long Y / Short X,2.66,221.92,0.64,0.64,0.1021,105,HY,IG,False,False,False
PIFKSA 5 1/4 01/29/34,KUWIB 4.652 10/09/35,Short Y / Long X,1.14,12.23,-0.64,0.64,0.1087,122,IG,IG,False,True,True
KSA 3 5/8 03/04/28,PIFKSA 5 09/15/35,Long Y / Short X,0.99,-56.44,0.64,0.64,0.1142,122,IG,IG,False,True,False
EGYPT 8.7002 03/01/49,DPWDU 6.85 07/02/37,Long Y / Short X,0.85,388.94,0.64,0.64,0.135,122,HY,QUASI,False,False,False
PIFKSA 5 1/4 01/29/30,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.6,61.11,0.64,0.64,0.1486,122,IG,QUASI,False,True,True
TAQAUH 4 3/8 10/09/31,PIFKSA 5 09/15/35,Long Y / Short X,1.46,-101.38,0.64,0.64,0.1611,122,QUASI,IG,False,True,True
ARAMCO 2 1/4 11/24/30,QATAR 4 5/8 06/02/46,Long Y / Short X,0.86,4.67,0.64,0.64,0.1661,122,IG,IG,False,False,False
